"","KTF75971","KTG42667","KTF80371","XP_701004","KTG43125","XP_007247745","KTF97353","XP_009293494","ABU96278","KTF88034","KTF89044","XP_001921423","XP_012688340","XP_002666141","KTG37669","KTF74249","XP_009297479","KTG03373","XP_013122300","KTG09598","KTF82271","ADG85670","KTG44146","AGH09216","CI01000065_0369242","NP_001239578","XP_009289507","AHA37384","NP_956417","BAC82372","NP_001005594","KTG06651","KTG34840","KTG37166","KTF76318","NP_001139468","NP_001245159","XP_007228077","KTG47344","KTF81434","NP_001017635","KTG45207","NP_001129995-G0004","KTG39568","XP_003201439-02364","XP_009296026-02406","KTG43290","KTG01608","XP_007235958","NP_571306","XP_013867485","KTF87868","XP_009296026-02382","KTF95438","KTF91743","KTG44324","KTF74609","XP_005166855","AAI62793","CDQ63224","ACR81587","XP_003201439-00000","XP_009301775","NP_001030159","CAD59120","KPP74952","KTF82854","KTF93372","XP_009291933","NP_001002690","NP_956405","NP_001093494","XP_005726511","XP_005171226","NP_001239279","NP_001129995-G0004","NP_001009916","XP_002666778","KTF73021","XP_009296012","KTG07469","KTF93359","KTG20094","NP_001129995-00000","XP_005172319","BAJ07836","KTG05535","KTG42301","KTF78776","KTF91705","KTG36050","XP_008308691","XP_015231118","KTG45231","XP_002660657","NP_001307352","NP_957371","KTF79503","KTF83322","XP_001340891","XP_009289685","KTG06837","KTG05056","XP_009301404","XP_009300071","CI01000330_0008172","XP_007232452","KTF81145","KTF81003","KTG40316","KTG06249","ACZ06879","KTG03061","ADK26459","KTG37605","CAE18459","KTG39162","AAI63537","XP_005157538","CAG02846","KKF10462","KTG30376","BAE79361","XP_005165403","XP_009298271","XP_012692113","KKF19913","XP_009298521","NP_571222","KTG04453","NP_571590","XP_009295759"
"ACZ06879",0.20192,0.55738,0.46793,0.88268,0.80822,0.78415,0.0085099,0.0039376,0.0017388,0.0010559,0.0010469,0.0010467,0.0010467,0.13819,0.205,0.39693,0.79087,0.64614,0.61656,3.5611e-06,1.4379e-07,0.0063381,0.0097431,0.00010372,0.0017942,0.0007615,0.00047621,0.064244,0.052929,0.02155,0.021804,0.03816,0.030654,0.026914,0.21927,0.16882,0.18857,0.098539,0.14252,0.433,0.64009,0.75555,0.89497,0.98506,0.95805,0.7096,0.68979,0.84934,0.85889,0.85517,0.85306,0.82291,0.81787,0.86806,0.86954,0.87083,0.86273,0.89147,0.86286,0.86375,0.86365,0.8637,0.8637,0.8637,0.8637,0.8637,0.8637,0.86322,0.86304,0.85932,0.85885,0.88171,0.88539,0.87836,0.88044,0.40288,0.36759,0.16129,0.13784,0.22208,0.25779,0.048244,0.035365,0.041074,0.0078831,0.0081321,0.0057113,0.0064696,0.0060513,0.00763,0.012136,0.012704,0.02263,0.020353,6.3198e-05,6.987e-06,8.6863e-06,0.00045385,0.0072645,0.006215,0.0067511,0.006996,0.0074409,0.0060964,0.0056487,0.005655,0.0056544,0.0056544,0.0056544,0.0056544,1.0584e-08,NA,5.4939e-08,4.926e-07,7.2816e-07,9.8475e-07,0.00010276,2.1883e-06,2.9814e-06,0.0035371,0.0011894,0.0028301,1.9321e-05,1.7258e-05,1.7037e-05,7.7834e-05,0.00052456,0.0025201,0.00047345,0.00055823,0.0011402,0.0034277
"KTG03061",0.31332,0.74129,0.6378,0.92629,0.99006,0.98504,0.0042589,0.001502,0.00044544,0.00019544,0.00019256,0.00019251,0.00019252,0.076901,0.1224,0.26561,0.60585,0.47253,0.45603,4.9533e-05,2.7835e-06,0.016429,0.024473,0.00060647,0.005564,0.002918,0.0020215,0.11754,0.099716,0.046376,0.047472,0.075429,0.062541,0.056024,0.33617,0.26918,0.29502,0.16963,0.23234,0.5977,0.83239,0.95533,0.90191,0.81294,0.7579,0.52832,0.5107,0.67784,0.67364,0.67161,0.6733,0.63084,0.62625,0.66988,0.67089,0.67225,0.67266,0.69462,0.66876,0.66865,0.66866,0.66865,0.66865,0.66865,0.66865,0.66865,0.66865,0.6687,0.66872,0.66953,0.67015,0.68366,0.67635,0.67897,0.68053,0.27036,0.24185,0.092265,0.076719,0.13424,0.16095,0.022237,0.015369,0.018372,0.0025025,0.0024261,0.0016783,0.0019597,0.0016555,0.0026777,0.0042388,0.004484,0.0090104,0.0079678,0.00047856,8.4669e-05,0.00012414,0.0020438,0.018416,0.01623,0.017256,0.016987,0.017665,0.015737,0.015063,0.015061,0.015061,0.015061,0.015061,0.015061,9.2065e-10,5.4939e-08,NA,9.8676e-11,3.612e-10,1.0568e-09,1.9082e-05,6.9221e-09,1.6168e-08,0.0011208,0.00024918,0.0009063,5.3337e-07,4.3109e-07,4.577e-07,5.0605e-06,0.00012526,0.00069393,8.5021e-05,0.00014956,0.00082971,0.0015418
"ADK26459",0.37288,0.82836,0.72125,0.84097,0.90012,0.92489,0.0031798,0.00097508,0.00022787,7.9399e-05,7.7854e-05,7.7827e-05,7.7828e-05,0.05759,0.094835,0.21767,0.52982,0.40419,0.39141,0.00013009,1.1e-05,0.023286,0.032684,0.0011821,0.0087272,0.0048982,0.0035042,0.14952,0.12825,0.062865,0.064028,0.098876,0.083044,0.074952,0.39813,0.3237,0.35257,0.2105,0.28226,0.67882,0.92154,0.95453,0.8131,0.72629,0.67311,0.45581,0.43945,0.5972,0.59315,0.59044,0.59222,0.55192,0.5476,0.58959,0.59091,0.59262,0.59235,0.61247,0.5878,0.58775,0.58775,0.58775,0.58775,0.58775,0.58775,0.58775,0.58775,0.58776,0.58777,0.58838,0.58906,0.607,0.59875,0.60118,0.6032,0.22186,0.19692,0.070025,0.057439,0.1047,0.12715,0.015131,0.010143,0.012306,0.0013939,0.0013968,0.00089571,0.0010636,0.00091368,0.0015683,0.0024897,0.0026481,0.0056772,0.0049633,0.00093901,0.00020704,0.00027753,0.0035208,0.026265,0.023589,0.02485,0.024519,0.02535,0.022979,0.022144,0.02214,0.02214,0.02214,0.02214,0.02214,3.4696e-08,4.926e-07,9.8676e-11,NA,1.5543e-15,2.72e-13,1.4294e-05,2.861e-11,2.1993e-10,0.00059557,0.00011014,0.0005023,4.8022e-08,3.5553e-08,3.8623e-08,9.7418e-07,7.2668e-05,0.00042174,3.4267e-05,6.6616e-05,0.00060415,0.0011866
"KTG37605",0.38581,0.84646,0.73871,0.82373,0.88183,0.90654,0.0029999,0.00089267,0.00019752,6.4978e-05,6.3632e-05,6.3609e-05,6.361e-05,0.054141,0.089806,0.20863,0.51492,0.39091,0.37886,0.00015585,1.412e-05,0.024962,0.034696,0.0013435,0.0095276,0.0054152,0.0038978,0.15675,0.13474,0.066724,0.067913,0.10426,0.087789,0.079351,0.41154,0.33561,0.36509,0.2196,0.29323,0.69587,0.93992,0.93612,0.79516,0.70892,0.65619,0.44164,0.42556,0.58148,0.5773,0.5745,0.57634,0.53634,0.53209,0.57363,0.57499,0.57675,0.57648,0.59616,0.57178,0.57173,0.57173,0.57173,0.57173,0.57173,0.57173,0.57173,0.57173,0.57174,0.57175,0.57238,0.57308,0.5916,0.58308,0.58559,0.58768,0.2127,0.18847,0.066022,0.053995,0.099295,0.12093,0.013931,0.0092764,0.011292,0.0012275,0.001236,0.00078118,0.00093117,0.00080132,0.0014053,0.0022189,0.0023629,0.0051396,0.0044823,0.0010706,0.00024509,0.00032462,0.0039145,0.02815,0.025397,0.026713,0.026372,0.02724,0.024728,0.023874,0.02387,0.02387,0.02387,0.02387,0.02387,6.0563e-08,7.2816e-07,3.612e-10,1.5543e-15,NA,9.1038e-15,1.3854e-05,4.0381e-12,6.647e-11,0.00051977,9.2947e-05,0.00044381,2.6007e-08,1.8706e-08,2.0611e-08,6.59e-07,6.6107e-05,0.00038266,2.8327e-05,5.6052e-05,0.00056976,0.0011175
"CAE18459",0.39758,0.86267,0.75463,0.80835,0.86556,0.89019,0.0028515,0.00082608,0.00017388,5.419e-05,5.3005e-05,5.2984e-05,5.2985e-05,0.0512,0.085509,0.20078,0.50166,0.37929,0.36788,0.00018173,1.7043e-05,0.026025,0.035604,0.0015046,0.010298,0.005917,0.0042797,0.1634,0.14075,0.070333,0.071416,0.10927,0.092197,0.083452,0.42372,0.34645,0.37654,0.22796,0.30337,0.71101,0.95637,0.91972,0.77925,0.69355,0.64124,0.42921,0.41338,0.56594,0.5646,0.55951,0.56119,0.52263,0.51843,0.55877,0.5599,0.56138,0.56025,0.58179,0.55775,0.55763,0.5576,0.55761,0.55761,0.55761,0.55761,0.55761,0.55761,0.55757,0.55761,0.55787,0.55914,0.58281,0.56981,0.56972,0.57184,0.20474,0.18122,0.062608,0.05107,0.094664,0.11539,0.012933,0.008559,0.010449,0.0010945,0.0011121,0.00069038,0.00082584,0.00072482,0.0012901,0.002,0.0021322,0.0046983,0.0040859,0.0011909,0.00028431,0.00036659,0.0042811,0.029952,0.027074,0.028431,0.028076,0.028969,0.026416,0.025514,0.025511,0.025511,0.025511,0.025511,0.025511,1.0558e-07,9.8475e-07,1.0568e-09,2.72e-13,9.1038e-15,NA,1.2204e-05,6.7857e-13,2.2181e-11,0.00047239,7.9337e-05,0.00037283,1.4614e-08,1.0316e-08,1.1053e-08,4.5828e-07,5.9022e-05,0.00037789,2.3537e-05,4.6425e-05,0.00052368,0.0011713
"KTG39162",0.45248,0.91781,0.80868,0.79877,0.81641,0.84073,0.004293,0.0015195,0.00045323,0.0001999,0.00019698,0.00019693,0.00019693,0.050559,0.084494,0.19036,0.48218,0.35649,0.38551,0.00076853,0.00011302,0.033387,0.051459,0.0038977,0.017875,0.011563,0.0089783,0.20125,0.17719,0.095194,0.098738,0.14113,0.12069,0.11083,0.47956,0.39994,0.42948,0.27299,0.35477,0.76168,0.98861,0.86853,0.73273,0.65222,0.60264,0.40315,0.38744,0.56931,0.58301,0.54431,0.55268,0.49068,0.48681,0.49559,0.4879,0.48061,0.4935,0.54574,0.52876,0.52388,0.52379,0.52368,0.52368,0.52368,0.52368,0.52368,0.52368,0.52463,0.52599,0.53388,0.54901,0.60076,0.47897,0.45889,0.45551,0.1942,0.17068,0.061618,0.050555,0.091158,0.1106,0.014208,0.0097444,0.011668,0.001714,0.00084575,0.0011691,0.0013552,0.00087547,0.0031098,0.0027609,0.0029367,0.0057372,0.0051452,0.0038096,0.0011902,0.0017804,0.0095433,0.058414,0.045451,0.049332,0.033333,0.032965,0.037847,0.039638,0.039303,0.039328,0.039328,0.039328,0.039328,3.2964e-05,0.00010276,1.9082e-05,1.4294e-05,1.3854e-05,1.2204e-05,NA,1.3015e-05,1.5752e-05,0.0025505,0.00024228,0.00019841,1.6133e-05,1.552e-05,1.5902e-05,2.8092e-05,9.5251e-06,0.00083262,0.00025962,0.00074523,0.00611,0.0084752
"AAI63537",0.42752,0.90306,0.79367,0.77057,0.82546,0.84989,0.0025143,0.00067976,0.00012515,3.345e-05,3.2604e-05,3.2589e-05,3.259e-05,0.044431,0.075455,0.18214,0.46973,0.35129,0.34132,0.00026499,2.9157e-05,0.030796,0.0416,0.0019655,0.012403,0.0073122,0.005358,0.18071,0.15636,0.079846,0.081108,0.12235,0.10379,0.094234,0.45469,0.37423,0.40555,0.2495,0.32894,0.74967,0.99714,0.87922,0.74017,0.65591,0.60472,0.39918,0.38397,0.53388,0.52932,0.52628,0.52828,0.48933,0.48528,0.52532,0.5268,0.52872,0.52843,0.54676,0.52332,0.52326,0.52326,0.52326,0.52326,0.52326,0.52326,0.52326,0.52326,0.52327,0.52328,0.52397,0.52473,0.54491,0.53562,0.53835,0.54063,0.18586,0.16379,0.054688,0.044307,0.083816,0.10301,0.010686,0.0069616,0.0085655,0.00081253,0.00083676,0.00050051,0.00060436,0.0005242,0.00097568,0.0015288,0.0016346,0.0037297,0.0032266,0.0015818,0.00040278,0.00051636,0.0053741,0.034711,0.031642,0.033116,0.032765,0.033741,0.030902,0.029932,0.029929,0.029929,0.029929,0.029929,0.029929,2.7578e-07,2.1883e-06,6.9221e-09,2.861e-11,4.0381e-12,6.7857e-13,1.3015e-05,NA,8.0336e-13,0.00033627,5.2233e-05,0.0003012,2.4907e-09,1.5602e-09,1.8498e-09,1.6613e-07,4.905e-05,0.00027742,1.4969e-05,3.2725e-05,0.00048825,0.00095552
"XP_005157538",0.44032,0.91996,0.81006,0.75019,0.80907,0.83322,0.0024014,0.00063244,0.00011044,2.7681e-05,2.694e-05,2.6927e-05,2.6928e-05,0.041907,0.071583,0.17491,0.4541,0.34021,0.32627,0.0003101,3.6254e-05,0.032758,0.043892,0.0021987,0.013403,0.0079864,0.0058832,0.18831,0.16325,0.084129,0.085411,0.12817,0.10897,0.099063,0.46791,0.38615,0.418,0.25887,0.34002,0.76577,0.98602,0.86261,0.72451,0.64068,0.58999,0.38723,0.37235,0.52032,0.51567,0.51255,0.5146,0.476,0.472,0.51158,0.51309,0.51505,0.51475,0.53288,0.50953,0.50947,0.50947,0.50947,0.50947,0.50947,0.50947,0.50947,0.50947,0.50948,0.50949,0.5102,0.51097,0.5316,0.5221,0.5249,0.52722,0.17836,0.15708,0.051723,0.041852,0.07983,0.098215,0.0098928,0.0063991,0.0078977,0.00071973,0.00078698,0.00043988,0.00053278,0.00046276,0.00080626,0.0013714,0.0014672,0.0033956,0.0029308,0.0017751,0.00046654,0.00059268,0.0058989,0.035781,0.032872,0.034062,0.035426,0.036526,0.033654,0.031944,0.03198,0.031975,0.031975,0.031975,0.031975,4.227e-07,2.9814e-06,1.6168e-08,2.1993e-10,6.647e-11,2.2181e-11,1.5752e-05,8.0336e-13,NA,0.00028819,3.9634e-05,0.00030914,1.5015e-09,9.1909e-10,1.2016e-09,1.1567e-07,5.5657e-05,0.00024302,8.8219e-06,2.5407e-05,0.00042546,0.0009064
"CAG02846",0.90633,0.43447,0.51899,0.23734,0.25832,0.27201,0.0014657,0.00028032,2.2877e-05,1.6463e-06,1.5456e-06,1.5439e-06,1.544e-06,0.0017581,0.0042609,0.019505,0.099676,0.059127,0.056911,0.024367,0.01054,0.2574,0.26381,0.060676,0.15347,0.11902,0.10074,0.69257,0.6379,0.44045,0.4371,0.55756,0.51005,0.48277,0.87139,0.97987,0.93483,0.82358,0.95305,0.55662,0.36787,0.28931,0.21313,0.17218,0.14951,0.073424,0.068883,0.11443,0.1044,0.113,0.11272,0.10388,0.10248,0.13007,0.13537,0.14131,0.1352,0.12579,0.11476,0.11644,0.11647,0.11651,0.11651,0.11651,0.11651,0.11651,0.11651,0.11616,0.11568,0.11368,0.10952,0.1204,0.15368,0.16672,0.17229,0.020171,0.016586,0.0024868,0.0017295,0.0052394,0.007496,0.00013183,6.0209e-05,8.8034e-05,1.6332e-06,4.3607e-05,1.0524e-06,1.2189e-06,1.3092e-05,1.7073e-06,4.1998e-06,4.5582e-06,1.9139e-05,1.3946e-05,0.050945,0.028363,0.028464,0.098326,0.25,0.25381,0.25437,0.27454,0.27865,0.26119,0.25507,0.25551,0.25548,0.25548,0.25548,0.25548,0.0023089,0.0035371,0.0011208,0.00059557,0.00051977,0.00047239,0.0025505,0.00033627,0.00028819,NA,4.234e-06,0.00015108,0.00010064,0.00011005,0.00010638,3.2284e-05,0.00063487,9.4099e-05,1.0573e-05,3.5702e-06,0.000294,0.00038508
"KKF10462",0.92377,0.57131,0.66824,0.33697,0.36045,0.37713,0.0011479,0.00018169,8.2442e-06,9.9029e-08,8.5706e-08,8.5487e-08,8.5496e-08,0.0041989,0.0096002,0.036135,0.15073,0.097139,0.099312,0.01068,0.003592,0.16479,0.18192,0.032102,0.094692,0.070373,0.05815,0.53856,0.49053,0.31882,0.31899,0.41931,0.3775,0.35461,0.95914,0.85093,0.89444,0.6606,0.78542,0.71179,0.49242,0.39842,0.30416,0.25159,0.22193,0.11783,0.11094,0.18533,0.17844,0.17878,0.18026,0.16048,0.15855,0.18398,0.18692,0.1904,0.18799,0.19048,0.17722,0.17776,0.17776,0.17778,0.17778,0.17778,0.17778,0.17778,0.17778,0.17765,0.1775,0.17727,0.17647,0.19778,0.20055,0.20651,0.2102,0.036962,0.030926,0.0057735,0.0042042,0.011247,0.015304,0.00043227,0.00020565,0.00029185,4.6537e-06,2.8325e-05,1.8759e-06,2.6702e-06,7.4946e-06,1.4593e-06,1.4223e-05,1.6264e-05,6.993e-05,5.362e-05,0.027353,0.013196,0.014157,0.057566,0.18208,0.16696,0.16833,0.16803,0.16872,0.17772,0.17,0.17006,0.17002,0.17002,0.17002,0.17002,0.00062724,0.0011894,0.00024918,0.00011014,9.2947e-05,7.9337e-05,0.00024228,5.2233e-05,3.9634e-05,4.234e-06,NA,3.8516e-05,9.7588e-06,1.1081e-05,1.0349e-05,1.9419e-06,3.1073e-05,9.605e-06,4.0422e-07,1.05e-05,0.0008888,0.0015768
"KTG30376",0.99632,0.51963,0.60669,0.33508,0.32339,0.33985,0.0019477,0.00045191,6.002e-05,1.0385e-05,1.0012e-05,1.0006e-05,1.0006e-05,0.0040324,0.0090335,0.03221,0.14861,0.085934,0.10869,0.017618,0.0062297,0.16583,0.16635,0.047831,0.12484,0.09596,0.080667,0.60739,0.55913,0.37686,0.3711,0.48423,0.43907,0.4152,0.96892,0.92353,0.96839,0.73324,0.8626,0.65728,0.44513,0.35826,0.27037,0.22424,0.19745,0.10427,0.098002,0.1509,0.17884,0.15062,0.15046,0.14227,0.14055,0.15183,0.1507,0.14937,0.13993,0.16806,0.15866,0.15796,0.1577,0.15775,0.15775,0.15775,0.15775,0.15775,0.15775,0.15725,0.15759,0.15394,0.1608,0.24457,0.17916,0.15251,0.1548,0.033458,0.028012,0.0054918,0.0039584,0.010051,0.012948,0.00053193,0.00029673,0.00039222,2.6876e-05,2.4747e-05,1.7734e-05,2.0661e-05,7.5693e-05,0.00033332,4.6957e-05,5.1409e-05,0.00013135,0.00010562,0.03947,0.021957,0.02161,0.078218,0.25456,0.23495,0.24546,0.19978,0.19885,0.20138,0.21351,0.21249,0.21261,0.21261,0.21261,0.21261,0.0019426,0.0028301,0.0009063,0.0005023,0.00044381,0.00037283,0.00019841,0.0003012,0.00030914,0.00015108,3.8516e-05,NA,0.00010663,0.00011617,0.00010518,4.4743e-05,4.4557e-05,0.0010729,0.00015084,7.1668e-05,0.0017102,0.0086207
"BAE79361",0.54173,0.95389,0.93497,0.64273,0.68851,0.71178,0.0016812,0.00035415,3.7302e-05,4.4342e-06,4.2304e-06,4.227e-06,4.2271e-06,0.025969,0.047081,0.12614,0.36621,0.26292,0.25798,0.00084729,0.00013724,0.050141,0.063494,0.0046272,0.022775,0.014506,0.011046,0.25125,0.22072,0.12099,0.12231,0.17724,0.15298,0.14031,0.57219,0.48123,0.51689,0.33523,0.42904,0.88887,0.86019,0.73986,0.60825,0.53046,0.48395,0.30339,0.29045,0.4226,0.41784,0.4142,0.41638,0.3813,0.37778,0.41369,0.41544,0.41769,0.41698,0.43199,0.41118,0.41115,0.41115,0.41115,0.41115,0.41115,0.41115,0.41115,0.41115,0.41114,0.41114,0.41176,0.41261,0.4367,0.42622,0.42903,0.43173,0.12902,0.11206,0.032798,0.025885,0.052951,0.066692,0.0051587,0.003153,0.0040022,0.00025183,0.00028588,0.00013983,0.00017597,0.00016167,0.0003559,0.00053615,0.00058054,0.00153,0.0012915,0.0037942,0.0012024,0.0014431,0.011037,0.056683,0.052639,0.054544,0.053951,0.055179,0.051674,0.050419,0.050412,0.050412,0.050412,0.050412,0.050412,4.6678e-06,1.9321e-05,5.3337e-07,4.8022e-08,2.6007e-08,1.4614e-08,1.6133e-05,2.4907e-09,1.5015e-09,0.00010064,9.7588e-06,0.00010663,NA,0,2.2204e-15,6.4685e-10,2.6404e-05,0.00012726,2.6719e-06,8.12e-06,0.00037281,0.0007304
"XP_005165403",0.53402,0.96305,0.92571,0.65051,0.69705,0.72041,0.0017213,0.00036842,4.0381e-05,5.1439e-06,4.9175e-06,4.9137e-06,4.9139e-06,0.026928,0.048599,0.1293,0.37236,0.2681,0.26273,0.00079062,0.00012493,0.048768,0.062195,0.0043955,0.021947,0.01392,0.010577,0.24627,0.21615,0.11797,0.11936,0.17329,0.14941,0.13695,0.56428,0.47398,0.50932,0.32928,0.42217,0.87977,0.86925,0.7486,0.61641,0.53814,0.4913,0.30906,0.29598,0.43007,0.42485,0.42136,0.42365,0.38778,0.38422,0.42027,0.42196,0.42416,0.42382,0.43894,0.41797,0.41791,0.41791,0.41791,0.41791,0.41791,0.41791,0.41791,0.41791,0.41792,0.41793,0.41872,0.41959,0.44278,0.43207,0.43522,0.43784,0.13224,0.11494,0.033951,0.026845,0.054619,0.068705,0.0054208,0.0033284,0.0042156,0.00027325,0.00030472,0.00015293,0.00019184,0.00017282,0.00038258,0.00057654,0.00062365,0.0016266,0.0013761,0.0036127,0.0011273,0.0013652,0.010585,0.054948,0.051013,0.052878,0.052392,0.053613,0.050103,0.048848,0.048843,0.048843,0.048843,0.048843,0.048843,3.9607e-06,1.7258e-05,4.3109e-07,3.5553e-08,1.8706e-08,1.0316e-08,1.552e-05,1.5602e-09,9.1909e-10,0.00011005,1.1081e-05,0.00011617,0,NA,6.2172e-15,1.1037e-09,2.7741e-05,0.00013221,2.9668e-06,9.0742e-06,0.0003836,0.00072628
"XP_009298271",0.53513,0.96182,0.92755,0.65044,0.69586,0.71922,0.0017182,0.0003673,4.0135e-05,5.0859e-06,4.8614e-06,4.8575e-06,4.8577e-06,0.026811,0.04843,0.12888,0.3718,0.2674,0.26307,0.00080317,0.00012963,0.048537,0.060887,0.0044362,0.022094,0.014011,0.010642,0.24702,0.21681,0.11843,0.11948,0.17387,0.14996,0.13745,0.56542,0.47494,0.51054,0.33014,0.42324,0.8813,0.86795,0.74737,0.61525,0.53708,0.49029,0.30828,0.2952,0.42564,0.4226,0.41856,0.42031,0.38688,0.38334,0.42007,0.42196,0.4243,0.42238,0.43795,0.41687,0.41699,0.41697,0.41698,0.41698,0.41698,0.41698,0.41698,0.41698,0.41689,0.41687,0.41688,0.41761,0.44413,0.43471,0.43629,0.43919,0.1318,0.11468,0.0338,0.026714,0.054389,0.068308,0.0053904,0.0033071,0.0041891,0.00027114,0.00031592,0.00015153,0.0001902,0.00018334,0.00037188,0.00057193,0.00061897,0.0016149,0.0013632,0.0035879,0.0011397,0.0013435,0.010583,0.055646,0.051402,0.053344,0.052283,0.053446,0.050249,0.049098,0.049081,0.049082,0.049082,0.049082,0.049082,4.3542e-06,1.7037e-05,4.577e-07,3.8623e-08,2.0611e-08,1.1053e-08,1.5902e-05,1.8498e-09,1.2016e-09,0.00010638,1.0349e-05,0.00010518,2.2204e-15,6.2172e-15,NA,1.0619e-09,2.4284e-05,0.0001355,3.1134e-06,8.3326e-06,0.00036125,0.0008029
"XP_012692113",0.64533,0.83669,0.94682,0.54393,0.58201,0.60385,0.0012823,0.00022179,1.3467e-05,4.5696e-07,4.1676e-07,4.1608e-07,4.1611e-07,0.015839,0.030551,0.090196,0.29174,0.20174,0.19996,0.0019183,0.00039429,0.072374,0.087791,0.0085993,0.035752,0.023992,0.018762,0.32116,0.28537,0.16491,0.1662,0.23363,0.20428,0.18877,0.67802,0.57975,0.61849,0.41758,0.52248,0.99365,0.74537,0.63033,0.50742,0.43628,0.39432,0.23604,0.22503,0.34131,0.3365,0.33258,0.33483,0.30336,0.30031,0.33234,0.33421,0.3366,0.33568,0.34799,0.32958,0.32957,0.32956,0.32957,0.32957,0.32957,0.32957,0.32957,0.32957,0.32954,0.32954,0.33011,0.33099,0.35698,0.34594,0.34875,0.35167,0.092457,0.079242,0.020502,0.015781,0.034768,0.044807,0.0026065,0.0014929,0.0019565,7.8899e-05,0.00010335,3.8806e-05,5.1273e-05,5.2138e-05,0.00014119,0.00019319,0.0002121,0.00065331,0.00053727,0.0071568,0.0026075,0.0030174,0.018711,0.081674,0.076894,0.079149,0.078423,0.079868,0.075739,0.07425,0.074242,0.074242,0.074242,0.074242,0.074242,2.5349e-05,7.7834e-05,5.0605e-06,9.7418e-07,6.59e-07,4.5828e-07,2.8092e-05,1.6613e-07,1.1567e-07,3.2284e-05,1.9419e-06,4.4743e-05,6.4685e-10,1.1037e-09,1.0619e-09,NA,2.2086e-05,7.4824e-05,6.6344e-07,2.7326e-06,0.00034034,0.00064428
"KKF19913",0.66007,0.84221,0.94452,0.60717,0.59193,0.61412,0.0028963,0.00084604,0.00018088,5.734e-05,5.6107e-05,5.6085e-05,5.6086e-05,0.021969,0.040428,0.10348,0.32142,0.2177,0.26638,0.0040078,0.0012439,0.083908,0.098997,0.013485,0.046012,0.032416,0.02617,0.34142,0.30578,0.18366,0.18459,0.25371,0.22388,0.20812,0.69187,0.59608,0.63402,0.43707,0.54049,0.99085,0.75026,0.63884,0.51795,0.44987,0.40875,0.25212,0.23985,0.3544,0.35498,0.34671,0.34869,0.31899,0.31607,0.34589,0.34713,0.34877,0.34666,0.36211,0.34525,0.34505,0.345,0.34501,0.34501,0.34501,0.34501,0.34501,0.34501,0.34493,0.345,0.34502,0.34709,0.38151,0.36114,0.35894,0.36166,0.10606,0.092021,0.027446,0.021656,0.043252,0.054663,0.0049927,0.0032039,0.0039427,0.00046305,0.00036795,0.00030003,0.00035459,0.00039339,0.00056825,0.00076366,0.0008268,0.0017412,0.0015139,0.011481,0.0051193,0.0056744,0.026023,0.13278,0.10265,0.11088,0.068798,0.066712,0.083091,0.089372,0.08846,0.088528,0.088528,0.088528,0.088528,0.0002937,0.00052456,0.00012526,7.2668e-05,6.6107e-05,5.9022e-05,9.5251e-06,4.905e-05,5.5657e-05,0.00063487,3.1073e-05,4.4557e-05,2.6404e-05,2.7741e-05,2.4284e-05,2.2086e-05,NA,0.00010158,0.00020856,0.00048318,0.0058981,0.0082164
"XP_009298521",0.87832,0.62863,0.73096,0.3974,0.41278,0.43021,0.0027326,0.00077368,0.0001559,4.628e-05,4.5218e-05,4.52e-05,4.5201e-05,0.0092853,0.018085,0.054045,0.18967,0.1277,0.13857,0.013459,0.0058088,0.2064,0.25789,0.03482,0.095549,0.072313,0.060889,0.51326,0.46709,0.30629,0.31522,0.4004,0.36176,0.33996,0.91229,0.81007,0.84837,0.62792,0.74237,0.76315,0.54829,0.45208,0.35381,0.29828,0.26646,0.15145,0.1433,0.26022,0.20319,0.23778,0.24389,0.1993,0.19718,0.23532,0.24216,0.25084,0.26562,0.23222,0.21697,0.21809,0.21849,0.21841,0.21841,0.21841,0.21841,0.21841,0.21841,0.21916,0.2186,0.22591,0.21701,0.1673,0.22607,0.27816,0.28199,0.055185,0.046367,0.01185,0.0092205,0.02025,0.028146,0.001771,0.001091,0.0013656,0.00016078,0.0002418,0.0001132,0.00012908,7.1911e-05,2.3627e-05,0.00025505,0.0002735,0.0005771,0.0005166,0.033376,0.015748,0.019492,0.06305,0.19168,0.16682,0.16986,0.15435,0.15342,0.17265,0.16715,0.16689,0.16686,0.16686,0.16686,0.16686,0.001207,0.0025201,0.00069393,0.00042174,0.00038266,0.00037789,0.00083262,0.00027742,0.00024302,9.4099e-05,9.605e-06,0.0010729,0.00012726,0.00013221,0.0001355,7.4824e-05,0.00010158,NA,7.4146e-05,0.00054507,0.0069572,0.00095579
